Message;Average power(Watts);Average frecuenzy(GHz) ;Max power(Watts);Max frecuenzy(GHz) ;Min power(Watts);Min frecuenzy(GHz) ;C2 resident;C2 count;C2 latency;C1 resident;C1 count;C1 latency;C0 resident;C0 count;C0 latency;POLL resident;POLL count;POLL latency;time
1300000-threshold-60;44.52;1.28;45.99;1.29;42.01;1.22;;;;0.193;3264;2;19.932;;;0.002;987;0;14.43;
idle;38.96;1.15;40.18;1.19;37.78;1.12;;;;0.236;4914;2;5.968;;;0.000;93;0;20.02;
1300000-threshold-65;44.29;1.28;45.01;1.29;42.40;1.23;;;;0.192;3070;2;19.017;;;0.002;868;0;14.46;
idle;39.03;1.16;40.07;1.19;38.03;1.14;;;;0.236;4668;2;6.075;;;0.001;95;0;20.02;
1300000-threshold-70;44.30;1.27;45.05;1.29;42.35;1.18;;;;0.220;2568;2;19.266;;;0.001;111;0;14.19;
idle;39.10;1.15;40.90;1.19;37.47;1.11;;;;0.295;4895;2;6.183;;;0.001;138;0;20.02;
1300000-threshold-75;44.08;1.28;44.84;1.29;42.16;1.24;;;;0.171;2827;2;19.136;;;0.002;711;0;14.30;
idle;38.82;1.15;40.14;1.19;37.14;1.11;;;;0.255;4733;2;5.898;;;0.001;109;0;20.02;
1300000-threshold-80;44.25;1.28;45.40;1.30;42.05;1.21;;;;0.212;3426;2;19.304;;;0.002;855;0;14.42;
idle;38.68;1.14;39.51;1.19;37.60;1.10;;;;0.258;4290;2;5.616;;;0.000;125;0;20.02;
1300000-threshold-85;44.43;1.28;45.77;1.30;42.37;1.23;;;;0.196;2998;2;19.867;;;0.002;972;0;14.00;
idle;38.67;1.15;40.00;1.21;37.59;1.11;;;;0.255;4309;2;5.800;;;0.001;120;0;20.01;
1300000-threshold-90;44.47;1.28;46.92;1.29;41.80;1.22;;;;0.205;3018;2;19.807;;;0.001;113;0;14.50;
idle;38.96;1.15;40.79;1.18;38.03;1.11;;;;0.267;4864;2;5.914;;;0.001;118;0;20.02;
1300000-threshold-95;44.50;1.28;45.34;1.29;42.20;1.22;;;;0.209;2687;2;19.546;;;0.001;126;0;13.99;
idle;39.00;1.15;40.40;1.20;37.71;1.09;;;;0.207;4261;2;6.072;;;0.001;112;0;20.01;
1300000-threshold-100;44.35;1.29;45.15;1.29;42.47;1.26;;;;0.211;3327;2;19.423;;;0.002;852;0;13.97;
idle;38.89;1.15;40.12;1.18;37.20;1.09;;;;0.248;4270;2;6.059;;;0.000;114;0;20.00;
1300000-threshold-105;44.20;1.28;45.11;1.29;42.23;1.20;;;;0.199;2509;2;19.284;;;0.001;166;0;14.71;
idle;39.03;1.16;42.26;1.21;37.32;1.12;;;;0.239;4699;2;6.189;;;0.001;111;0;20.02;
1300000-threshold-110;44.36;1.28;45.53;1.29;42.54;1.25;;;;0.193;3523;2;19.547;;;0.002;875;0;14.43;
idle;38.67;1.15;40.27;1.19;37.11;1.10;;;;0.218;4310;2;5.792;;;0.001;102;0;20.02;
1300000-threshold-115;44.57;1.28;45.44;1.29;42.24;1.22;;;;0.217;3419;2;19.852;;;0.002;864;0;14.48;
idle;38.67;1.15;41.24;1.21;37.14;1.11;;;;0.231;4219;2;5.798;;;0.001;121;0;20.02;
1300000-threshold-120;44.25;1.28;45.34;1.29;42.30;1.23;;;;0.246;3136;2;19.335;;;0.002;887;0;14.11;
idle;38.71;1.16;40.40;1.22;37.35;1.12;;;;0.255;4430;2;5.888;;;0.001;434;0;20.02;
1300000-threshold-125;44.63;1.28;46.88;1.29;41.92;1.23;;;;0.196;3170;2;19.882;;;0.002;804;0;13.81;
idle;38.70;1.15;40.34;1.22;37.51;1.11;;;;0.272;4258;2;5.806;;;0.001;90;0;20.02;
1300000-threshold-130;44.27;1.28;45.22;1.30;42.66;1.23;;;;0.192;2649;2;19.173;;;0.001;139;0;14.29;
idle;38.91;1.15;42.03;1.23;37.24;1.10;;;;0.205;3931;2;6.051;;;0.000;104;0;20.02;
1300000-threshold-135;44.46;1.28;45.34;1.29;42.34;1.23;;;;0.253;2790;2;19.556;;;0.001;110;0;13.94;
idle;39.24;1.16;40.65;1.20;38.29;1.13;;;;0.232;4240;2;6.321;;;0.000;91;0;20.02;
1300000-threshold-140;44.36;1.28;45.38;1.30;42.37;1.24;;;;0.217;2799;2;19.417;;;0.001;100;0;14.34;
idle;39.30;1.16;42.92;1.22;37.72;1.11;;;;0.242;4361;2;6.381;;;0.000;95;0;20.00;
1300000-threshold-145;44.54;1.28;45.38;1.30;41.97;1.24;;;;0.231;2867;2;19.504;;;0.001;270;0;13.58;
idle;39.01;1.15;40.32;1.19;37.79;1.11;;;;0.272;4853;2;5.903;;;0.000;91;0;20.01;
1300000-threshold-150;44.49;1.28;45.29;1.30;42.23;1.21;;;;0.200;3178;2;19.980;;;0.001;120;0;13.29;
idle;38.93;1.14;40.35;1.20;38.01;1.09;;;;0.241;4308;2;5.820;;;0.000;104;0;20.01;
1300000-threshold-155;44.60;1.27;45.92;1.30;42.87;1.19;;;;0.204;2808;2;19.890;;;0.002;877;0;13.35;
idle;38.93;1.15;39.90;1.19;37.66;1.10;;;;0.279;4165;2;5.784;;;0.001;156;0;20.02;
1300000-threshold-160;44.56;1.28;46.02;1.30;41.86;1.22;;;;0.187;2231;2;19.861;;;0.001;84;0;13.22;
idle;38.96;1.16;39.93;1.18;37.95;1.13;;;;0.254;4712;2;5.891;;;0.001;121;0;20.02;
1300000-threshold-165;44.38;1.28;45.65;1.30;41.75;1.21;;;;0.168;2332;2;19.165;;;0.002;973;0;13.24;
idle;39.17;1.16;41.54;1.22;37.56;1.11;;;;0.237;4366;2;6.147;;;0.000;97;0;20.01;
1300000-threshold-170;44.61;1.28;46.20;1.30;42.56;1.25;;;;0.216;2846;2;19.840;;;0.002;875;0;13.54;
idle;38.97;1.15;40.25;1.19;37.53;1.09;;;;0.252;4209;2;6.172;;;0.001;127;0;20.01;
1300000-threshold-175;44.52;1.28;46.16;1.30;41.96;1.24;;;;0.162;2381;2;19.360;;;0.001;174;0;13.02;
idle;39.48;1.16;41.93;1.21;37.34;1.11;;;;0.232;4507;2;6.504;;;0.001;117;0;20.02;
1300000-threshold-180;44.69;1.28;45.91;1.30;42.47;1.21;;;;0.184;2688;2;19.886;;;0.002;772;0;12.55;
idle;38.93;1.15;40.35;1.19;37.93;1.12;;;;0.215;4086;2;5.909;;;0.001;105;0;20.01;
1300000-threshold-185;44.75;1.28;46.38;1.30;42.34;1.22;;;;0.194;2671;2;20.300;;;0.002;912;0;12.17;
idle;39.11;1.15;40.22;1.18;37.90;1.12;;;;0.298;5113;2;5.986;;;0.001;127;0;20.02;
1300000-threshold-190;44.97;1.28;46.21;1.30;42.90;1.24;;;;0.231;3229;2;20.605;;;0.002;794;0;12.42;
idle;38.73;1.15;39.98;1.18;37.51;1.11;;;;0.247;4706;2;5.763;;;0.001;217;0;20.02;
1300000-threshold-195;44.67;1.28;45.80;1.30;41.90;1.21;;;;0.221;2448;2;19.905;;;0.000;67;0;12.37;
idle;39.12;1.16;41.03;1.20;37.22;1.10;;;;0.236;4601;2;6.222;;;0.001;105;0;20.02;
1300000-threshold-200;45.09;1.28;46.36;1.30;42.25;1.21;;;;0.168;2099;2;20.564;;;0.001;101;0;11.52;
idle;38.88;1.15;40.04;1.21;37.95;1.09;;;;0.262;4309;2;5.883;;;0.001;109;0;20.02;
1300000-threshold-205;45.01;1.29;45.89;1.30;42.51;1.24;;;;0.198;2293;2;20.539;;;0.001;119;0;11.65;
idle;38.82;1.16;40.01;1.21;37.73;1.12;;;;0.305;4500;2;5.899;;;0.000;107;0;20.01;
1300000-threshold-210;45.06;1.28;46.31;1.30;42.41;1.23;;;;0.214;2407;2;20.712;;;0.001;98;0;10.93;
idle;38.68;1.16;40.38;1.20;37.33;1.10;;;;0.267;4586;2;5.775;;;0.001;123;0;20.02;
1300000-threshold-215;44.81;1.28;46.04;1.30;42.23;1.21;;;;0.255;2898;2;20.151;;;0.003;848;0;11.27;
idle;38.89;1.16;41.34;1.20;37.15;1.11;;;;0.296;4894;2;5.905;;;0.000;126;0;20.02;
1300000-threshold-220;44.89;1.29;45.77;1.30;42.50;1.26;;;;0.317;2299;2;20.525;;;0.001;131;0;11.34;
idle;38.94;1.16;40.71;1.21;37.53;1.12;;;;0.284;4915;2;5.922;;;0.001;128;0;20.02;
1300000-threshold-225;44.95;1.29;46.30;1.30;42.44;1.24;;;;0.254;2657;2;20.477;;;0.002;813;0;10.97;
idle;39.02;1.15;41.59;1.21;37.51;1.08;;;;0.306;4645;2;6.296;;;0.001;112;0;20.02;
1300000-threshold-230;44.89;1.29;45.67;1.30;42.63;1.24;;;;0.191;2595;2;20.314;;;0.002;646;0;11.21;
idle;39.01;1.16;40.48;1.18;38.01;1.12;;;;0.270;4658;2;6.107;;;0.000;112;0;20.00;
1300000-threshold-235;44.90;1.28;46.79;1.30;42.36;1.22;;;;0.209;2057;2;20.971;;;0.001;146;0;11.10;
idle;39.11;1.15;41.05;1.20;37.86;1.10;;;;0.231;4774;2;6.176;;;0.001;139;0;20.02;
1300000-threshold-240;44.71;1.29;45.82;1.30;41.86;1.23;;;;0.206;2368;2;19.977;;;0.002;823;0;11.23;
idle;38.88;1.15;39.84;1.20;37.85;1.10;;;;0.276;4892;2;5.976;;;0.001;146;0;20.02;
1300000-threshold-245;44.82;1.28;46.36;1.30;41.80;1.22;;;;0.228;2387;2;20.651;;;0.002;581;0;11.25;
idle;38.85;1.15;40.09;1.20;37.58;1.10;;;;0.209;4137;2;6.072;;;0.001;142;0;20.00;
1300000-threshold-250;44.81;1.29;45.78;1.30;42.36;1.23;;;;0.210;2067;2;20.399;;;0.001;93;0;11.53;
idle;39.06;1.15;41.49;1.20;37.46;1.10;;;;0.231;4345;2;6.238;;;0.001;146;0;20.02;
1300000-threshold-255;44.65;1.29;45.54;1.30;41.91;1.23;;;;0.197;2067;2;20.261;;;0.001;148;0;11.12;
idle;39.02;1.22;42.24;1.27;37.46;1.15;;;;0.229;4402;2;5.823;;;0.000;120;0;20.02;
1400000-threshold-0;44.12;1.36;44.71;1.39;42.11;1.31;;;;0.250;2626;2;18.013;;;0.000;96;0;14.09;
idle;39.00;1.21;40.15;1.26;37.87;1.16;;;;0.293;4752;2;5.679;;;0.001;143;0;20.02;
1400000-threshold-5;44.59;1.37;45.22;1.38;42.34;1.31;;;;0.267;2747;2;19.008;;;0.001;381;0;13.50;
idle;38.96;1.21;42.02;1.27;37.60;1.17;;;;0.355;5138;2;5.610;;;0.001;278;0;20.02;
1400000-threshold-10;44.57;1.37;45.88;1.39;42.64;1.32;;;;0.283;3582;2;19.118;;;0.002;916;0;13.82;
idle;39.35;1.21;43.31;1.28;37.44;1.14;;;;0.316;4466;2;6.037;;;0.001;106;0;20.02;
1400000-threshold-15;44.78;1.37;45.72;1.38;42.96;1.32;;;;0.239;3247;2;19.200;;;0.002;636;0;13.46;
idle;38.75;1.21;40.26;1.27;37.36;1.14;;;;0.262;4502;2;5.637;;;0.001;112;0;20.02;
1400000-threshold-20;44.71;1.36;45.57;1.38;42.28;1.32;;;;0.283;3105;2;19.227;;;0.001;119;0;13.81;
idle;38.82;1.21;40.57;1.27;36.82;1.13;;;;0.285;4796;2;5.730;;;0.001;129;0;20.02;
1400000-threshold-25;46.45;1.38;49.55;1.40;44.61;1.26;;;;0.280;3035;2;23.349;;;0.001;185;0;13.54;
idle;38.83;1.22;40.26;1.29;37.62;1.16;;;;0.306;4955;2;5.791;;;0.001;133;0;20.02;
1400000-threshold-30;44.87;1.37;48.19;1.39;42.60;1.34;;;;0.243;2944;2;19.389;;;0.002;806;0;13.56;
idle;38.87;1.21;41.16;1.28;37.40;1.16;;;;0.295;4972;2;5.704;;;0.001;122;0;20.02;
1400000-threshold-35;44.56;1.38;45.51;1.39;43.04;1.34;;;;0.196;3103;2;19.151;;;0.002;952;0;13.58;
idle;38.68;1.22;40.08;1.27;37.29;1.14;;;;0.266;4925;2;5.717;;;0.001;171;0;20.02;
1400000-threshold-40;44.59;1.37;45.56;1.39;42.47;1.33;;;;0.193;2915;2;19.108;;;0.001;146;0;13.53;
idle;38.67;1.22;41.39;1.28;37.30;1.16;;;;0.286;4672;2;5.665;;;0.001;135;0;20.02;
1400000-threshold-45;44.48;1.37;45.36;1.39;42.25;1.32;;;;0.230;2392;2;19.244;;;0.001;111;0;13.73;
idle;38.75;1.21;42.12;1.28;37.08;1.15;;;;0.223;4340;2;6.055;;;0.001;499;0;20.01;
1400000-threshold-50;44.77;1.37;46.11;1.39;42.30;1.29;;;;0.174;2821;2;19.502;;;0.000;95;0;13.63;
idle;38.64;1.21;41.31;1.26;36.99;1.16;;;;0.237;4314;2;5.733;;;0.001;119;0;20.02;
1400000-threshold-55;44.48;1.36;45.60;1.39;42.39;1.31;;;;0.146;2719;2;18.867;;;0.002;692;0;13.33;
idle;38.70;1.22;41.10;1.29;36.69;1.17;;;;0.260;4282;2;5.790;;;0.000;104;0;20.01;
1400000-threshold-60;44.51;1.37;45.66;1.38;42.65;1.33;;;;0.233;3896;2;19.166;;;0.002;955;0;13.66;
idle;38.84;1.21;41.23;1.28;36.64;1.16;;;;0.280;5118;2;5.789;;;0.001;122;0;20.02;
1400000-threshold-65;44.59;1.37;45.38;1.39;42.53;1.31;;;;0.212;2282;2;18.974;;;0.001;190;0;13.94;
idle;38.74;1.21;40.25;1.27;37.34;1.15;;;;0.290;4844;2;5.727;;;0.001;143;0;20.02;
1400000-threshold-70;44.61;1.37;45.66;1.39;42.00;1.30;;;;0.263;3013;2;19.299;;;0.001;170;0;13.65;
idle;38.72;1.22;40.07;1.27;37.71;1.18;;;;0.300;4706;2;5.818;;;0.001;129;0;20.02;
1400000-threshold-75;44.65;1.36;46.00;1.38;42.28;1.28;;;;0.248;3138;2;19.400;;;0.001;123;0;13.68;
idle;38.69;1.21;40.41;1.26;37.11;1.15;;;;0.241;4662;2;5.623;;;0.000;124;0;20.02;
1400000-threshold-80;44.77;1.37;45.80;1.38;42.36;1.32;;;;0.161;2791;2;19.277;;;0.002;963;0;13.63;
idle;39.30;1.22;44.03;1.29;38.11;1.19;;;;0.249;4125;2;6.192;;;0.001;145;0;20.02;
1400000-threshold-85;44.59;1.37;45.77;1.39;42.89;1.33;;;;0.177;2446;2;18.895;;;0.001;185;0;13.85;
idle;38.65;1.22;40.78;1.30;37.33;1.16;;;;0.270;4137;2;5.607;;;0.000;86;0;20.02;
1400000-threshold-90;44.65;1.37;45.82;1.39;42.87;1.30;;;;0.208;3266;2;19.362;;;0.002;864;0;13.37;
idle;38.82;1.21;39.59;1.25;37.80;1.16;;;;0.211;4119;2;5.618;;;0.000;98;0;20.02;
1400000-threshold-95;44.44;1.37;45.16;1.39;42.29;1.32;;;;0.190;3071;2;19.186;;;0.001;694;0;13.54;
idle;39.09;1.22;40.97;1.28;37.37;1.18;;;;0.287;4991;2;5.798;;;0.001;147;0;20.02;
1400000-threshold-100;44.97;1.37;47.30;1.39;42.86;1.32;;;;0.166;2789;2;19.679;;;0.001;104;0;13.94;
idle;38.84;1.22;39.96;1.29;37.40;1.17;;;;0.276;4947;2;5.683;;;0.001;128;0;20.02;
1400000-threshold-105;45.44;1.38;50.45;1.40;42.59;1.33;;;;0.289;3861;2;22.236;;;0.001;133;0;14.23;
idle;39.26;1.21;41.69;1.26;37.68;1.12;;;;0.274;5026;2;5.908;;;0.000;102;0;20.02;
1400000-threshold-110;44.43;1.36;45.32;1.38;41.92;1.29;;;;0.232;3187;2;18.871;;;0.001;184;0;13.74;
idle;38.85;1.21;40.47;1.26;37.56;1.15;;;;0.213;3794;2;5.581;;;0.001;386;0;20.02;
1400000-threshold-115;44.57;1.37;45.40;1.39;42.57;1.29;;;;0.240;2701;2;18.907;;;0.001;114;0;14.21;
idle;39.14;1.22;42.23;1.27;37.57;1.15;;;;0.317;4629;2;5.892;;;0.000;104;0;20.02;
1400000-threshold-120;45.49;1.37;48.66;1.40;42.66;1.32;;;;0.235;2743;2;21.212;;;0.001;111;0;13.48;
idle;38.93;1.21;40.13;1.27;37.43;1.14;;;;0.217;4006;2;5.626;;;0.000;109;0;20.01;
1400000-threshold-125;44.78;1.37;46.38;1.39;42.53;1.32;;;;0.244;2793;2;19.539;;;0.001;116;0;13.41;
idle;38.99;1.22;40.56;1.25;37.55;1.17;;;;0.256;4646;2;5.728;;;0.001;137;0;20.02;
1400000-threshold-130;44.68;1.38;45.56;1.39;42.74;1.33;;;;0.210;2388;2;19.099;;;0.001;105;0;13.45;
idle;38.92;1.22;40.69;1.29;37.63;1.17;;;;0.273;4441;2;5.628;;;0.000;110;0;20.01;
1400000-threshold-135;44.74;1.37;46.12;1.39;42.46;1.32;;;;0.212;3073;2;19.625;;;0.001;672;0;13.51;
idle;40.61;1.25;44.79;1.32;38.01;1.20;;;;0.268;4845;2;7.333;;;0.001;135;0;20.01;
1400000-threshold-140;44.75;1.37;45.64;1.39;43.03;1.31;;;;0.238;2523;2;19.351;;;0.000;86;0;13.10;
idle;38.91;1.22;39.93;1.27;38.17;1.19;;;;0.247;4290;2;5.734;;;0.000;100;0;20.01;
1400000-threshold-145;44.93;1.37;45.85;1.39;42.93;1.33;;;;0.205;2426;2;19.292;;;0.000;87;0;13.36;
idle;39.09;1.22;41.17;1.30;37.47;1.15;;;;0.279;4531;2;5.939;;;0.001;138;0;20.02;
1400000-threshold-150;44.71;1.37;45.93;1.39;42.44;1.32;;;;0.185;2670;2;19.170;;;0.001;101;0;13.60;
idle;39.24;1.23;41.70;1.30;37.85;1.17;;;;0.282;4630;2;6.137;;;0.000;128;0;20.02;
1400000-threshold-155;44.74;1.37;45.68;1.39;42.47;1.29;;;;0.206;2644;2;19.049;;;0.001;150;0;12.75;
idle;38.66;1.22;40.31;1.27;37.47;1.15;;;;0.238;4694;2;5.585;;;0.001;468;0;20.02;
1400000-threshold-160;44.90;1.37;46.21;1.39;42.45;1.32;;;;0.250;2468;2;19.573;;;0.001;110;0;12.35;
idle;38.93;1.22;40.25;1.28;36.81;1.14;;;;0.284;4649;2;5.641;;;0.001;135;0;20.01;
1400000-threshold-165;44.92;1.37;45.92;1.39;43.09;1.31;;;;0.190;2305;2;19.203;;;0.001;151;0;12.36;
idle;38.76;1.21;40.65;1.27;36.87;1.17;;;;0.283;4439;2;5.495;;;0.001;122;0;20.02;
1400000-threshold-170;44.88;1.37;46.43;1.39;42.54;1.30;;;;0.264;2770;2;19.631;;;0.001;101;0;12.21;
idle;38.97;1.22;43.08;1.32;36.96;1.17;;;;0.276;4585;2;5.877;;;0.001;115;0;20.02;
1400000-threshold-175;44.94;1.37;46.25;1.39;42.48;1.31;;;;0.228;2191;2;19.482;;;0.001;118;0;11.93;
idle;38.75;1.23;40.21;1.28;37.67;1.18;;;;0.297;4857;2;5.761;;;0.001;126;0;20.00;
1400000-threshold-180;44.76;1.38;45.83;1.39;42.58;1.32;;;;0.273;2109;2;19.383;;;0.001;119;0;12.12;
idle;38.90;1.22;41.50;1.29;37.15;1.16;;;;0.245;4641;2;5.720;;;0.001;123;0;20.01;
1400000-threshold-185;44.99;1.37;46.57;1.39;42.73;1.30;;;;0.224;2437;2;19.701;;;0.001;73;0;11.70;
idle;38.75;1.22;40.65;1.29;37.09;1.15;;;;0.258;4562;2;5.580;;;0.001;144;0;20.02;
1400000-threshold-190;44.88;1.37;46.15;1.40;42.67;1.30;;;;0.235;2531;2;19.744;;;0.001;179;0;11.63;
idle;39.34;1.23;43.73;1.32;37.47;1.16;;;;0.257;4519;2;6.091;;;0.001;125;0;20.01;
1400000-threshold-195;45.12;1.37;46.64;1.40;43.12;1.30;;;;0.288;3023;2;20.191;;;0.003;870;0;11.15;
idle;38.92;1.21;39.91;1.27;37.38;1.17;;;;0.241;4768;2;5.670;;;0.001;124;0;20.02;
1400000-threshold-200;45.20;1.37;46.29;1.39;42.57;1.30;;;;0.233;1945;2;20.149;;;0.001;120;0;10.86;
idle;39.13;1.22;41.54;1.26;37.96;1.16;;;;0.274;4709;2;5.861;;;0.001;119;0;20.02;
1400000-threshold-205;45.09;1.37;46.59;1.40;42.51;1.30;;;;0.253;2079;2;19.694;;;0.001;113;0;10.58;
idle;38.89;1.22;40.06;1.26;37.78;1.19;;;;0.257;4804;2;5.743;;;0.001;142;0;20.01;
1400000-threshold-210;45.05;1.38;46.36;1.40;42.62;1.32;;;;0.221;2256;2;19.776;;;0.003;867;0;10.96;
idle;39.16;1.22;41.50;1.27;37.78;1.17;;;;0.299;4861;2;5.735;;;0.001;114;0;20.02;
1400000-threshold-215;45.41;1.38;46.61;1.40;43.03;1.33;;;;0.210;2561;2;20.092;;;0.003;1224;0;10.94;
idle;38.98;1.22;41.56;1.30;37.37;1.17;;;;0.282;4941;2;5.800;;;0.001;151;0;20.01;
1400000-threshold-220;45.21;1.38;46.24;1.40;42.42;1.30;;;;0.265;2793;2;19.909;;;0.001;144;0;10.54;
idle;39.02;1.21;40.65;1.27;37.57;1.14;;;;0.272;5051;2;5.803;;;0.001;134;0;20.02;
1400000-threshold-225;45.04;1.37;45.90;1.40;42.71;1.30;;;;0.243;2288;2;19.811;;;0.001;143;0;11.11;
idle;38.75;1.22;40.23;1.25;36.95;1.18;;;;0.315;4434;2;5.535;;;0.000;107;0;20.02;
1400000-threshold-230;45.57;1.38;49.52;1.40;42.31;1.31;;;;0.216;2433;2;20.905;;;0.002;758;0;10.77;
idle;38.89;1.22;39.77;1.26;37.97;1.18;;;;0.242;4374;2;5.798;;;0.000;101;0;20.02;
1400000-threshold-235;45.07;1.38;46.13;1.40;42.42;1.34;;;;0.261;2245;2;20.244;;;0.002;236;0;11.03;
idle;38.88;1.21;40.75;1.30;37.36;1.15;;;;0.294;5063;2;5.512;;;0.001;123;0;20.02;
1400000-threshold-240;44.93;1.38;46.05;1.39;42.35;1.31;;;;0.269;2362;2;19.801;;;0.002;631;0;10.24;
idle;38.93;1.22;41.42;1.26;37.51;1.18;;;;0.296;4471;2;5.726;;;0.001;114;0;20.02;
1400000-threshold-245;45.31;1.38;46.38;1.40;42.55;1.31;;;;0.342;2579;2;20.398;;;0.001;149;0;10.92;
idle;38.90;1.22;43.48;1.30;37.05;1.17;;;;0.252;4872;2;5.883;;;0.001;319;0;20.02;
1400000-threshold-250;45.06;1.37;46.39;1.40;42.32;1.28;;;;0.219;2184;2;19.656;;;0.002;734;0;10.66;
idle;38.94;1.21;42.69;1.29;36.58;1.14;;;;0.244;4576;2;5.693;;;0.001;111;0;20.02;
1400000-threshold-255;45.20;1.37;46.70;1.39;42.79;1.27;;;;0.222;1786;2;19.900;;;0.001;142;0;10.56;
idle;38.75;1.21;39.76;1.25;37.60;1.19;;;;0.271;4602;2;5.553;;;0.001;129;0;20.02;
1400000-threshold-0;45.20;1.37;47.37;1.40;42.69;1.31;;;;0.223;3602;2;20.569;;;0.002;742;0;14.17;
idle;38.91;1.22;40.97;1.28;37.20;1.14;;;;0.235;4417;2;5.625;;;0.001;146;0;20.02;
1400000-threshold-5;44.90;1.37;45.75;1.38;43.07;1.32;;;;0.240;2912;2;19.316;;;0.001;102;0;13.60;
idle;39.18;1.22;43.52;1.33;37.19;1.13;;;;0.281;5148;2;6.015;;;0.001;147;0;20.02;
1400000-threshold-10;44.63;1.37;45.55;1.39;42.80;1.34;;;;0.267;3897;2;19.403;;;0.002;1010;0;14.60;
idle;38.90;1.22;40.53;1.28;37.53;1.15;;;;0.281;5190;2;5.750;;;0.001;143;0;20.00;
1400000-threshold-15;44.77;1.37;45.71;1.39;43.03;1.32;;;;0.237;3664;2;19.126;;;0.001;577;0;13.89;
idle;38.90;1.22;39.91;1.26;37.62;1.18;;;;0.303;4399;2;5.673;;;0.000;112;0;20.02;
1400000-threshold-20;45.75;1.38;47.91;1.40;42.91;1.33;;;;0.239;3508;2;21.766;;;0.002;1030;0;13.47;
idle;38.94;1.22;41.04;1.27;37.08;1.15;;;;0.291;4797;2;5.706;;;0.001;128;0;20.02;
1400000-threshold-25;44.75;1.38;45.56;1.39;42.75;1.34;;;;0.225;3478;2;18.882;;;0.002;952;0;13.68;
idle;39.06;1.21;40.86;1.28;37.46;1.11;;;;0.244;4493;2;5.693;;;0.001;145;0;20.02;
1400000-threshold-30;44.81;1.36;45.71;1.39;42.90;1.24;;;;0.283;3082;2;19.260;;;0.001;98;0;13.71;
idle;38.62;1.21;39.57;1.26;37.06;1.15;;;;0.260;4817;2;5.495;;;0.000;107;0;20.02;
1400000-threshold-35;44.72;1.37;45.72;1.39;43.29;1.32;;;;0.240;3391;2;19.162;;;0.001;301;0;13.57;
idle;39.16;1.21;40.46;1.25;36.88;1.12;;;;0.250;4361;2;5.722;;;0.001;129;0;20.02;
1400000-threshold-40;44.65;1.37;45.48;1.39;42.68;1.30;;;;0.234;2677;2;19.007;;;0.001;183;0;13.65;
idle;38.99;1.22;42.45;1.30;36.66;1.13;;;;0.293;4705;2;5.874;;;0.000;125;0;20.02;
1400000-threshold-45;44.70;1.38;45.46;1.39;42.78;1.34;;;;0.221;3335;2;19.246;;;0.002;871;0;13.39;
idle;39.29;1.23;41.61;1.30;37.75;1.15;;;;0.305;5526;2;6.197;;;0.001;272;0;20.02;
1400000-threshold-50;44.55;1.37;45.37;1.39;42.72;1.32;;;;0.199;2406;2;19.057;;;0.001;104;0;13.74;
idle;38.87;1.22;41.32;1.28;37.20;1.17;;;;0.251;4376;2;5.552;;;0.000;114;0;20.02;
1400000-threshold-55;44.71;1.37;45.54;1.38;42.33;1.31;;;;0.266;2929;2;19.001;;;0.001;124;0;13.66;
idle;39.24;1.22;42.69;1.27;37.74;1.15;;;;0.357;4340;2;5.860;;;0.001;149;0;20.00;
1400000-threshold-60;44.58;1.37;46.67;1.40;42.61;1.32;;;;0.240;2710;2;18.952;;;0.000;91;0;14.37;
idle;38.90;1.21;39.80;1.28;38.00;1.16;;;;0.288;4449;2;5.542;;;0.000;107;0;20.00;
1400000-threshold-65;44.69;1.37;45.65;1.39;42.99;1.35;;;;0.252;3026;2;19.554;;;0.000;109;0;14.14;
idle;39.05;1.21;41.22;1.27;37.67;1.14;;;;0.361;4969;2;5.684;;;0.001;120;0;20.02;
1400000-threshold-70;44.61;1.37;45.49;1.39;42.06;1.33;;;;0.205;2618;2;19.671;;;0.001;102;0;14.16;
idle;38.97;1.21;40.94;1.28;37.96;1.16;;;;0.306;4626;2;5.626;;;0.000;104;0;20.02;
1400000-threshold-75;44.78;1.37;45.86;1.39;42.53;1.32;;;;0.279;3182;2;19.345;;;0.002;899;0;13.51;
idle;39.17;1.22;42.96;1.31;37.84;1.16;;;;0.277;4096;2;5.851;;;0.001;120;0;20.02;
1400000-threshold-80;44.44;1.37;45.41;1.39;42.52;1.31;;;;0.251;2846;2;19.070;;;0.002;696;0;13.88;
idle;39.07;1.22;40.60;1.28;37.51;1.18;;;;0.284;5398;2;5.789;;;0.001;172;0;20.02;
1400000-threshold-85;44.45;1.37;45.00;1.38;42.85;1.30;;;;0.235;2643;2;19.102;;;0.001;178;0;13.70;
idle;38.99;1.21;39.91;1.26;38.21;1.16;;;;0.268;4795;2;5.732;;;0.001;117;0;20.02;
1400000-threshold-90;44.72;1.37;45.46;1.39;42.88;1.31;;;;0.268;2842;2;19.242;;;0.001;99;0;13.55;
idle;39.16;1.22;39.95;1.28;38.11;1.18;;;;0.262;4787;2;5.798;;;0.001;108;0;20.02;
1400000-threshold-95;44.47;1.37;45.38;1.38;42.26;1.33;;;;0.218;2345;2;18.995;;;0.001;163;0;13.91;
idle;39.06;1.22;39.66;1.26;37.80;1.16;;;;0.281;4508;2;5.742;;;0.001;108;0;20.00;
1400000-threshold-100;44.65;1.37;45.48;1.39;42.63;1.34;;;;0.275;3267;2;19.090;;;0.002;1113;0;13.52;
